Time,OverstimulationLevel,AdaptedLevel,AdaptationMultiplier,HeadRotationSpeed,DiscomfortLevel,ActiveTriggers
23.597,0.6928,0.5574,0.8047,175.18,1.0000,1
23.700,0.6979,0.5612,0.8042,171.30,1.0000,1
23.800,0.7029,0.5650,0.8038,169.83,1.0000,1
23.909,0.7082,0.5690,0.8034,172.47,1.0000,1
24.019,0.7137,0.5731,0.8031,173.03,1.0000,1
24.132,0.7194,0.5775,0.8027,157.99,1.0000,1
24.241,0.7248,0.5816,0.8024,143.92,1.0000,1
24.353,0.7304,0.5859,0.8022,134.12,1.0000,1
24.465,0.7360,0.5902,0.8020,126.73,1.0000,1
24.580,0.7417,0.5947,0.8017,126.95,1.0000,1
24.695,0.7475,0.5991,0.8016,127.06,1.0000,1
24.797,0.7526,0.6031,0.8014,124.70,1.0000,1
24.912,0.7584,0.6077,0.8012,115.63,1.0000,1
25.022,0.7639,0.6120,0.8011,104.81,1.0000,1
25.129,0.7693,0.6162,0.8010,97.44,1.0000,1
25.235,0.7746,0.6204,0.8009,96.75,1.0000,1
25.342,0.7799,0.6245,0.8008,99.73,1.0000,1
25.455,0.7856,0.6291,0.8007,111.76,1.0000,1
25.566,0.7912,0.6334,0.8006,122.13,1.0000,1
25.678,0.7967,0.6378,0.8006,135.66,1.0000,1
25.791,0.8025,0.6424,0.8005,135.50,1.0000,1
25.900,0.8078,0.6466,0.8005,131.86,1.0000,1
26.011,0.8134,0.6511,0.8004,130.90,1.0000,1
26.123,0.8190,0.6555,0.8004,133.43,1.0000,1
26.233,0.8246,0.6599,0.8003,132.67,1.0000,1
26.344,0.8301,0.6643,0.8003,134.35,1.0000,1
26.456,0.8357,0.6688,0.8003,137.64,1.0000,1
26.567,0.8413,0.6732,0.8002,140.22,1.0000,1
26.679,0.8468,0.6777,0.8002,143.95,1.0000,1
26.792,0.8525,0.6822,0.8002,142.50,1.0000,1
26.902,0.8580,0.6865,0.8002,140.17,1.0000,1
27.014,0.8635,0.6909,0.8001,136.12,1.0000,1
27.125,0.8691,0.6954,0.8001,129.82,1.0000,1
27.237,0.8747,0.6999,0.8001,120.82,1.0000,1
27.349,0.8803,0.7044,0.8001,117.03,1.0000,1
27.459,0.8858,0.7087,0.8001,113.52,1.0000,1
27.571,0.8914,0.7132,0.8001,110.97,1.0000,1
27.674,0.8966,0.7173,0.8001,103.82,1.0000,1
27.779,0.9018,0.7215,0.8001,100.28,1.0000,1
27.891,0.9074,0.7260,0.8001,105.33,1.0000,1
28.002,0.9130,0.7304,0.8001,114.25,1.0000,1
28.114,0.9186,0.7349,0.8000,122.85,1.0000,1
28.225,0.9242,0.7394,0.8000,132.82,1.0000,1
28.338,0.9297,0.7438,0.8000,136.44,1.0000,1
28.438,0.9347,0.7478,0.8000,134.78,1.0000,1
28.540,0.9399,0.7519,0.8000,131.16,1.0000,1
28.642,0.9450,0.7560,0.8000,128.67,1.0000,1
28.746,0.9501,0.7601,0.8000,127.89,1.0000,1
28.850,0.9554,0.7643,0.8000,128.74,1.0000,1
28.964,0.9611,0.7689,0.8000,129.66,1.0000,1
29.077,0.9667,0.7734,0.8000,131.36,1.0000,1
29.179,0.9718,0.7775,0.8000,133.39,1.0000,1
29.292,0.9775,0.7820,0.8000,136.62,1.0000,1
29.398,0.9827,0.7862,0.8000,136.12,1.0000,1
29.504,0.9881,0.7905,0.8000,131.01,1.0000,1
29.609,0.9933,0.7946,0.8000,125.07,1.0000,1
29.714,0.9986,0.7989,0.8000,129.11,1.0000,1
29.826,1.0000,0.8000,0.8000,138.23,1.0000,1
29.938,1.0000,0.8000,0.8000,142.49,1.0000,1
30.049,1.0000,0.8000,0.8000,142.40,1.0000,1
30.159,1.0000,0.8000,0.8000,141.02,1.0000,1
30.261,1.0000,0.8000,0.8000,140.14,1.0000,1
